"","Disease.MESH.ID"
"SRR1273259","D065626"
"SRR1273263","D065626"
"SRR1273267","D065626"
"SRR1273270","D065626"
"SRR1273273","D065626"
"SRR1273275","D065626"
"SRR1273281","D065626"
"SRR1273284","D065626"
"SRR1273285","D065626"
"SRR1273287","D065626"
"SRR1273291","D065626"
"SRR1273317","D065626"
"SRR1273337","D065626"
"SRR1273342","D065626"
"SRR1273344","D065626"
"SRR1273345","D065626"
"SRR1273347","D065626"
"SRR1273348","D065626"
"SRR1273349","D065626"
"SRR1273353","D065626"
"SRR1273355","D065626"
"SRR1273357","D065626"
"SRR1273359","D065626"
"SRR1273361","D065626"
"SRR1273362","D065626"
"SRR1273364","D065626"
"SRR1273367","D065626"
"SRR1273368","D065626"
"SRR2082610","D065626"
"SRR2120198","D065626"
"SRR2120344","D065626"
"SRR2123660","D065626"
"SRR2123687","D065626"
"SRR2123703","D065626"
"SRR5447030","D006262"
"SRR5447035","D006262"
"SRR5447045","D006262"
"SRR5447046","D006262"
"SRR5447050","D065626"
"SRR5447051","D065626"
"SRR5447052","D065626"
"SRR5447054","D065626"
"SRR5447056","D065626"
"SRR5447059","D065626"
"SRR5447067","D065626"
"SRR5447069","D065626"
"SRR5447074","D065626"
"SRR5447080","D065626"
